Country,jurisdiction,2014,2010,1990,1991,1992,1994,1995,1996,1999,2003,1988,1989,1993,1997,2000,2001,2002,2004,2009,2011,2007,2012,2005,2006,2008,1998,1972,1978,1984,1985,1986,1987,2015,2013,2016,1980,2017,1982,1983,1975,1981,1977,1957,1976,1979,1956,1918,1973,1967,1951,1952,1969,1974,1968,1971,1966,1970,1962,1945,1954,1955,1963,1964,1965,1936,1958,1959,1930,1961,Country_name
56,44,,,,1.0,2.0,5.0,5.0,2.0,4.0,,,,,5.0,4.0,3.0,,,,,1.0,1.0,,3.0,,5.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium
56,660,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium
56,92,1.0,,3.0,,5.0,5.0,4.0,4.0,6.0,4.0,,,5.0,3.0,5.0,3.0,,,4.0,,,3.0,3.0,,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium
56,570,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium
56,591,1.0,,13.0,12.0,,,,6.0,,2.0,14.0,12.0,7.0,4.0,5.0,,3.0,4.0,5.0,4.0,,3.0,,6.0,7.0,4.0,,,7.0,8.0,10.0,10.0,1.0,3.0,,2.0,,4.0,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium
56,882,,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium
56,690,3.0,4.0,,,,,,,,,,,,,,,,,3.0,3.0,2.0,4.0,,1.0,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium
84,44,112.0,82.0,,,,20.0,31.0,41.0,72.0,15.0,,,1.0,46.0,66.0,42.0,22.0,15.0,44.0,97.0,44.0,106.0,15.0,33.0,45.0,56.0,,,,,,,105.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belize
84,660,6.0,4.0,,,,,,,,,,,,,,1.0,,,8.0,7.0,8.0,9.0,,,9.0,,,,,,,,7.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belize
84,92,18.0,23.0,,1.0,3.0,9.0,8.0,66.0,54.0,16.0,,,,79.0,22.0,17.0,14.0,18.0,22.0,23.0,30.0,24.0,21.0,22.0,25.0,51.0,,,,,,,20.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belize
84,344,7.0,11.0,,,,,,,,5.0,,,,,7.0,13.0,9.0,5.0,20.0,12.0,20.0,9.0,8.0,21.0,24.0,,,,,,,,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belize
84,570,,,,,,1.0,18.0,53.0,133.0,26.0,,,,62.0,111.0,56.0,28.0,36.0,,,0.0,,24.0,7.0,0.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belize
